host_response_rate,host_acceptance_rate,host_listings_count,city,state,zipcode,latitude,longitude,accommodates,bedrooms,bathrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews
100%,100%,1,Washington,DC,20003,38.88588919,-76.98891884,2,1,1,1,$130.00,,$30.00,4,30,44
90%,88%,1,Washington,DC,20002,38.8915027,-77.00124445,2,1,1,1,$109.00,,,2,1125,44
100%,100%,2,Washington,DC,20003,38.88507915,-76.9944325,10,4,3.5,6,$499.00,$750.00,$195.00,3,89,19
100%,100%,1,Washington,DC,20002,38.89077795,-76.98286016,3,0,1,2,$85.00,$150.00,$25.00,1,28,56
100%,83%,1,Washington,DC,20003,38.88420321,-76.9786164,2,0,1,1,$125.00,,,3,125,36
100%,100%,1,Washington,DC,20002,38.89112799,-76.9996535,1,0,1,1,$90.00,,,3,1125,4
90%,90%,1,Washington,DC,20003,38.88529594,-77.00099227,5,1,1,3,$160.00,,$20.00,2,29,33
100%,97%,1,Washington,DC,20003,38.88940024,-76.9861917,4,0,1,2,$150.00,,,1,1125,28
100%,100%,2,Washington,DC,20003,38.88762065,-77.00240282,6,2,1,3,$175.00,$500.00,$150.00,3,1125,5
100%,99%,5,Washington,DC,20003,38.8843339,-76.98850219,2,1,1,1,$80.00,,$15.00,2,1125,122
100%,100%,2,Washington,DC,20003,38.8807566,-76.99767896,4,2,1.5,2,$239.00,$395.00,$85.00,4,1125,14
92%,94%,30,Washington,DC,,38.88604623,-77.00036054,9,3,1.5,6,$375.00,,$200.00,3,1125,21
100%,100%,1,Washington,DC,20002,38.89200188,-76.99052066,6,3,2.5,3,$500.00,$250.00,,1,1125,0
100%,100%,2,Washington,DC,20003,38.8791837,-76.98254937,2,0,1,1,$90.00,$350.00,$40.00,15,1000,15
100%,91%,1,Washington,DC,20003,38.89014868,-76.98682582,4,1,1,2,$115.00,$200.00,$45.00,3,60,63
100%,100%,1,Washington,DC,20003,38.88144727,-76.98558401,6,2,2.5,3,$285.00,$200.00,$75.00,2,1125,22
100%,83%,3,Washington,DC,20003,38.88616318,-76.99070257,4,1,1,2,$140.00,$200.00,$75.00,4,1125,0
N/A,N/A,1,Washington,DC,20002,38.89197622,-76.9834932,2,1,1,1,$125.00,,,1,1125,0
92%,94%,30,Washington,DC,20003,38.88990524,-76.99424139,4,1,1,2,$140.00,,$150.00,3,1125,5
91%,95%,1,Washington,DC,20003,38.88888291,-76.99375871,4,1,1,2,$125.00,,,1,1125,28
92%,94%,30,Washington,DC,20003,38.89035704,-76.99971018,6,2,2,3,$295.00,,$155.00,3,1125,16
100%,67%,1,Washington,DC,20002,38.89067671,-76.98195903,2,1,1,1,$90.00,,$20.00,1,1125,6
98%,52%,49,Washington,DC,20002,38.89055604,-76.99732374,2,1,1,1,$175.00,,,2,14,0
N/A,N/A,1,Washington,DC,20003,38.87955865,-76.99151755,5,2,1.5,2,$170.00,,,1,1125,4
N/A,N/A,1,Washington,DC,20003,38.88175588,-77.00469317,2,1,2.5,1,$115.00,,,6,14,5
92%,94%,30,Washington,DC,20002,38.89073566,-77.00163682,8,3,1.5,5,$299.00,,$200.00,3,999,9
N/A,N/A,1,Washington,DC,20002,38.89148837,-76.98959157,6,3,,,"$2,000.00","$1,000.00",,4,4,0
80%,100%,1,Washington,DC,20003,38.88314177,-76.98303959,4,1,1.5,1,$130.00,$300.00,$80.00,5,31,29
N/A,N/A,1,Washington,DC,20002,38.89161305,-76.99107347,6,3,2.5,2,$500.00,$500.00,$100.00,2,10,7
60%,67%,1,Washington,DC,20003,38.88585027,-76.98996906,2,1,2,1,$121.00,,$15.00,1,1125,22
100%,100%,1,Washington,DC,20003,38.87929507,-76.98321381,3,1,1,1,$94.00,,$10.00,1,12,50
86%,100%,1,Washington,DC,20003,38.89079665,-76.99149247,2,1,1,1,$85.00,$95.00,,1,60,8
100%,50%,1,Washington,DC,20003,38.88742429,-76.99704106,2,1,1,1,$114.00,$150.00,$30.00,2,65,12
100%,100%,1,Washington,DC,20003,38.88608423,-76.99443665,6,2,1.5,2,$205.00,$250.00,$60.00,2,30,3
50%,N/A,1,Washington,DC,20003,38.8821431,-77.00254486,2,1,1,1,$200.00,,$25.00,1,1125,0
98%,52%,49,Washington,DC,20003,38.887328,-77.00138524,2,1,1,1,$185.00,,,2,14,1
98%,52%,49,Washington,DC,20003,38.88797256,-76.98997567,2,1,1.5,1,$185.00,,,2,14,6
N/A,N/A,1,Washington,DC,20003,38.8798308,-76.9871904,4,1,1,2,$200.00,,,1,1125,0
N/A,N/A,1,Washington,DC,,38.88701517,-76.99869327,2,1,1,2,$217.00,$100.00,$25.00,7,180,0
N/A,N/A,1,Washington,DC,20003,38.88816403,-76.98234673,2,1,1,1,$89.00,,,1,1125,0
100%,100%,1,Washington,DC,20003,38.88765866,-76.98842295,3,1,1,1,$125.00,$150.00,$50.00,2,365,123
100%,95%,5,Washington,DC,20003,38.88716776,-76.98977895,4,1,1,2,$134.00,$100.00,$60.00,3,1125,5
100%,86%,5,Washington,DC,20003,38.87852624,-76.9831303,4,1,1,1,$46.00,,$40.00,5,365,1
99%,89%,25,Washington,DC,20003,38.88175634,-76.99826978,6,2,1,3,$200.00,$300.00,$90.00,3,1125,28
100%,N/A,1,"Washington, D.C.",DC,20003,38.87958109,-76.98359996,8,4,2.5,5,$350.00,,,4,1125,1
98%,52%,49,Washington,DC,20003,38.88725381,-76.98539737,4,1,1,2,$175.00,,,3,90,0
60%,100%,1,Washington,DC,20003,38.887427,-76.99930361,2,1,1,1,$125.00,,,1,1125,3
100%,100%,2,"Washington, D.C.",DC,20002,38.89161716,-76.99954426,5,1,1,4,$159.00,,$65.00,2,1125,10
100%,86%,5,Washington,DC,20003,38.87863452,-76.98363498,6,2,1,2,$140.00,,$40.00,3,365,7
98%,52%,49,Washington,DC,20003,38.8884605,-76.99935121,4,1,1,1,$175.00,,,3,90,2
N/A,N/A,1,Washington,DC,20003,38.88143248,-76.98134978,4,1,1,2,$95.00,,$20.00,1,1125,1
89%,100%,2,Washington,DC,20003,38.88570372,-76.98725525,2,1,1,1,$109.00,,$20.00,3,1125,18
75%,75%,5,Washington,DC,20003,38.88354325,-77.00085622,6,3,2,4,$253.00,$325.00,$150.00,2,1125,5
100%,85%,1,Washington,DC,20002,38.8897224,-77.000875,2,0,1,1,$100.00,,$20.00,1,1125,3
50%,0%,1,Washington,DC,20003,38.8807639,-76.98580237,4,2,2,3,$220.00,"$3,000.00",$100.00,3,365,42
100%,100%,1,Washington,DC,20003,38.88852891,-76.98535349,9,4,2,7,$300.00,$200.00,$105.00,2,1125,30
90%,100%,1,Washington,DC,20003,38.87859272,-76.98519044,2,1,1,1,$135.00,$100.00,$75.00,4,365,99
100%,100%,1,Washington,DC,20003,38.8814281,-76.98640957,2,1,2,1,$70.00,,,3,365,74
100%,90%,2,Washington,DC,20003,38.88109535,-77.00123414,3,,1,1,$150.00,$100.00,$100.00,2,1125,26
100%,100%,1,Washington,DC,20003,38.88634433,-76.9811336,2,1,1,1,$65.00,,,1,1125,16
N/A,N/A,1,Washington,DC,20002,38.8906915,-77.00098379,6,3,2.5,4,$295.00,,$150.00,5,1125,0
100%,100%,1,Washington,DC,20003,38.87986237,-76.99553886,2,0,1,1,$110.00,,,1,1125,9
90%,100%,1,Washington,DC,20003,38.88804287,-76.99201142,3,1,1,1,$160.00,,$50.00,1,1125,16
60%,82%,1,Washington,DC,20003,38.88611829,-76.98332905,4,2,1,2,$130.00,$300.00,$45.00,2,30,3
100%,100%,1,Washington,DC,20003,38.88737294,-76.98949538,6,2,2,2,$245.00,$150.00,$125.00,3,1125,26
90%,88%,4,Washington,DC,20003,38.88276701,-76.99403774,6,1,1,3,$191.00,$400.00,$40.00,1,180,198
100%,N/A,1,Washington,DC,20003,38.88456546,-77.00430272,3,1,1,1,$229.00,,,1,1125,7
83%,75%,3,Washington,DC,20002,38.89179917,-76.99406627,3,1,1,1,$150.00,,$80.00,4,365,1
100%,96%,2,Washington,DC,20003,38.88880395,-76.97761502,2,1,1,1,$75.00,,,1,1125,12
50%,0%,1,Washington,DC,20003,38.88847212,-76.99858532,2,1,1,1,$150.00,,,1,1125,0
100%,83%,4,Washington,DC,20003,38.88510398,-76.99048198,4,0,1,3,$125.00,$200.00,$75.00,3,1125,49
90%,100%,2,Washington,DC,20003,38.88394132,-76.98211822,8,3,1.5,3,$175.00,$299.00,$85.00,2,30,68
75%,75%,5,Washington,DC,20003,38.88135194,-76.99719806,4,0,1,1,$129.00,$95.00,,1,1125,48
100%,100%,1,Washington,DC,20003,38.88005715,-76.98165468,4,1,1,1,$115.00,,,1,29,100
100%,100%,2,Washington,DC,20003,38.87886059,-76.98246356,6,2,2.5,2,$115.00,$650.00,$150.00,21,1000,1
100%,100%,1,Washington,DC,20003,38.8826083,-76.99619187,2,1,1,2,$120.00,,$30.00,5,1125,8
100%,100%,1,Washington,DC,20003,38.88386292,-77.00494655,13,5,4.5,5,$295.00,$400.00,$240.00,3,1125,1
100%,100%,1,Washington,DC,20003,38.89120557,-76.98562771,4,1,1,2,$100.00,,$50.00,2,1125,48
92%,91%,26,Washington,DC,20003,38.88828237,-77.00212154,6,2,1,3,$220.00,,,1,1125,0
100%,N/A,1,Washington,DC,20003,38.88912909,-76.99579359,6,3,3.5,2,$350.00,$500.00,,4,7,0
90%,82%,1,Washington,DC,20003,38.88219281,-76.99713081,5,2,1.5,2,$230.00,,$80.00,1,1125,2
95%,100%,4,Washington,DC,20003,38.88588784,-77.00073288,5,1,1.5,3,$180.00,,$100.00,3,60,3
100%,96%,3,Washington,DC,20003,38.88111616,-76.98404138,6,3,2.5,3,$375.00,$500.00,$150.00,3,10,0
100%,92%,1,Washington,DC,20002,38.89072602,-76.99104029,2,1,1,1,$95.00,,$30.00,4,60,56
100%,100%,1,Washington,DC,20003,38.88755381,-76.9943746,2,1,1,1,$135.00,,$35.00,2,1125,24
100%,99%,5,Washington,DC,20003,38.88397681,-76.98944672,4,1,1,3,$175.00,,$45.00,3,1125,2
90%,0%,2,Washington,DC,20003,38.88353993,-76.99655645,2,1,1,1,$150.00,$500.00,$60.00,7,360,1
71%,0%,1,Washington,DC,20003,38.88902623,-77.0001607,1,1,1,1,$165.00,,,1,1125,0
100%,0%,1,Washington,DC,20002,38.890907,-76.99376303,4,1,1,2,$118.00,$500.00,$80.00,3,1125,0
100%,N/A,1,Washington,DC,20003,38.88102155,-76.99552347,2,1,1.5,1,$130.00,,,2,19,0
90%,100%,1,Washington,DC,20003,38.88835827,-76.98031912,4,1,1,2,$125.00,,$70.00,2,29,45
100%,100%,1,Washington,DC,20003,38.88539759,-77.00425766,5,3,2.5,3,$265.00,,,2,7,0
100%,80%,1,Washington,DC,20003,38.88343522,-76.9977672,2,1,1,1,$125.00,,$20.00,1,1125,0
93%,98%,3,Washington,DC,20002,38.89154809,-76.99749024,6,2,2.5,2,$235.00,$100.00,$120.00,3,9,5
100%,92%,1,Washington,DC,20003,38.88588568,-76.99321038,4,0,1,2,$149.00,$300.00,$40.00,1,1125,25
N/A,N/A,1,Washington,DC,20003,38.8892141,-76.98287932,6,3,3.5,4,$220.00,$300.00,$80.00,9,1125,0
N/A,N/A,1,Washington,DC,20002,38.89043643,-76.99400558,4,2,2,2,$500.00,,,1,1125,0
100%,75%,1,Washington,DC,20003,38.89183268,-76.98301121,2,1,1,1,$128.00,,,1,10,61
100%,100%,1,Washington,DC,20003,38.89006453,-76.99054275,3,1,1,2,$200.00,$95.00,$25.00,2,7,37
80%,100%,1,Washington,DC,20003,38.88217189,-76.9819093,2,1,1,1,$120.00,,$25.00,2,1125,9
N/A,N/A,1,Washington,DC,20003,38.88397332,-76.97820146,4,1,1,2,$120.00,$150.00,$50.00,2,1125,23
100%,58%,2,Washington,DC,20003,38.88195005,-76.98566128,4,2,1.5,2,$175.00,$250.00,$30.00,1,1125,6
88%,88%,1,Washington,DC,20003,38.88059803,-76.99762655,2,1,1,1,$100.00,,,3,1125,5
98%,52%,49,Washington,DC,20003,38.88293542,-76.99713056,6,3,1.5,3,$350.00,,$125.00,3,90,2
100%,100%,1,Washington,DC,20003,38.88434033,-76.98839031,2,1,1.5,1,$140.00,$200.00,$75.00,3,30,11
100%,100%,1,Washington,DC,20003,38.88163492,-76.99837025,2,1,1,1,$150.00,$500.00,$45.00,2,1125,11
100%,83%,3,Washington,DC,20003,38.88709639,-76.98946611,6,2,1.5,3,$200.00,,$90.00,10,1125,0
80%,100%,1,Washington,DC,20003,38.88848972,-76.99498811,3,0,1,1,$145.00,,$45.00,2,1125,89
80%,75%,3,Washington,DC,20003,38.88765802,-76.99613913,1,1,1,1,$85.00,$100.00,,1,1125,3
N/A,100%,1,Washington,DC,20003,38.88075771,-76.99389366,4,2,1,2,$250.00,"$1,000.00",$75.00,2,1125,1
100%,100%,1,Washington,DC,20002,38.89108563,-76.99686234,1,1,1,1,$90.00,"$1,000.00",$50.00,1,1125,3
98%,52%,49,Washington,DC,20003,38.8866803,-76.99519771,4,1,1,1,$195.00,,,3,90,2
100%,100%,1,Washington,DC,20003,38.88046947,-76.98525609,3,1,1,1,$120.00,$100.00,$50.00,3,60,49
100%,100%,1,Washington,DC,20003,38.8819025,-76.99348556,2,1,1,1,$150.00,,$50.00,2,1125,35
64%,72%,1,Washington,DC,20003,38.88193637,-76.99544621,4,1,2,2,$90.00,,$40.00,1,1125,2
N/A,N/A,1,Washington,DC,20003,38.88485689,-76.97827155,2,1,1,1,$50.00,,,3,7,0
N/A,N/A,1,Washington,DC,20003,38.89000432,-76.99492771,2,1,1,1,$145.00,,$120.00,3,1125,5
100%,50%,1,Washington,DC,20003,38.88106912,-76.99586486,2,1,1,1,$96.00,,,1,1125,1
100%,100%,2,Washington,DC,20003,38.88508066,-76.99486385,2,1,1,1,$115.00,$115.00,,2,1125,1
100%,100%,2,Washington,DC,20003,38.88627021,-76.98736407,2,1,1,1,$100.00,,,1,6,104
100%,100%,2,Washington,DC,20003,38.88131238,-76.9965957,3,1,1,1,$139.00,$350.00,$45.00,4,1125,26
100%,100%,1,Washington,DC,20003,38.8848479,-76.97836343,4,1,1.5,2,$99.00,,,1,1125,9
100%,99%,5,Washington,DC,20003,38.88551028,-76.99009781,4,1,1,3,$180.00,,$45.00,3,1125,0
100%,100%,1,Washington,DC,20003,38.88085974,-76.98656626,2,1,1,1,$105.00,,$55.00,2,365,32
100%,100%,1,Washington,DC,20003,38.88973547,-77.00081767,3,1,1,1,$149.00,$95.00,$40.00,1,1125,35
98%,79%,8,Washington,DC,20002,38.89006757,-77.00247136,4,2,1.5,2,$175.00,,,3,1125,0
100%,100%,1,Washington,DC,20003,38.88345817,-76.98195374,5,2,1.5,3,$199.00,$300.00,$125.00,2,1125,4
94%,59%,2,Washington,DC,20003,38.88545253,-76.98673786,11,3,2.5,6,$180.00,,$100.00,1,1125,36
N/A,N/A,1,Washington,DC,20003,38.8815239,-76.99990184,6,4,3.5,4,$350.00,,,5,1125,0
100%,95%,1,Washington,DC,20003,38.88497632,-77.00534471,6,2,2,3,$280.00,,$50.00,1,1125,36
100%,100%,2,Washington,DC,20003,38.88873411,-77.00245854,3,1,1,1,$195.00,$500.00,$100.00,2,1125,3
100%,100%,1,Washington,DC,20003,38.88979327,-76.99504695,4,1,1,2,$149.00,$100.00,$20.00,1,1125,46
N/A,N/A,1,Washington,DC,20003,38.88078144,-76.98766019,2,1,1,1,$110.00,$400.00,$50.00,5,21,1
100%,100%,1,Washington,DC,20003,38.88053051,-76.99539653,8,3,3,3,$269.00,$450.00,$140.00,2,1125,8
70%,100%,1,Washington,DC,20002,38.89112026,-76.99842365,3,1,1,2,$99.00,$100.00,,1,29,13
90%,89%,2,Washington,DC,20003,38.88835648,-77.00082877,1,1,1,1,$75.00,,,2,1125,0
90%,89%,2,Washington,DC,20003,38.88797216,-76.99957413,2,1,1,1,$120.00,,$30.00,2,1125,5
95%,100%,4,Washington,DC,20003,38.87735343,-76.98544047,5,2,1.5,3,$139.00,,$120.00,3,1125,23
93%,98%,3,Washington,DC,20002,38.89198235,-76.99713356,4,1,1,2,$105.00,$150.00,$55.00,1,1125,8
100%,97%,2,Washington,DC,20003,38.88536249,-77.0060083,8,3,2.5,4,$300.00,,$100.00,3,365,101
100%,100%,4,Washington,DC,20003,38.89006618,-76.98465118,6,2,1.5,3,$210.00,$300.00,$150.00,4,365,0
92%,94%,30,Washington,DC,20003,38.88751224,-76.98983152,4,1,1,2,$133.00,,$150.00,3,999,11
33%,100%,2,Washington,DC,20003,38.88907749,-76.98573178,4,1,1,1,$105.00,$150.00,$85.00,3,31,1
100%,58%,2,Washington,DC,20003-3021,38.88180596,-76.98619565,1,1,1.5,1,$85.00,,,1,1125,21
90%,100%,1,Washington,DC,20003,38.88301253,-76.99173384,4,2,1,2,$250.00,$200.00,$75.00,2,1125,11
95%,100%,4,Washington,DC,20003,38.88644846,-76.99883538,3,0,1,1,$85.00,,$60.00,3,1125,41
98%,52%,49,Washington,DC,20003,38.88223486,-77.00516648,6,2,1,3,$250.00,,,3,90,1
75%,0%,1,Washington,DC,20003,38.88723917,-76.98686079,4,1,1,1,$160.00,,$50.00,2,1125,0
100%,96%,2,Washington,DC,20003,38.88929418,-76.97732821,2,1,1,1,$100.00,,,1,1125,3
100%,92%,1,Washington,DC,20002,38.89041606,-76.98952907,4,0,1,2,$135.00,$100.00,$35.00,2,29,64
100%,100%,1,Washington,DC,20003,38.88396918,-76.98604512,7,4,2.5,3,$105.00,,$100.00,1,1125,2
100%,N/A,1,Washington,DC,20003,38.87869338,-76.98515604,2,1,1,1,$250.00,,,1,1125,0
33%,100%,2,Washington,DC,20003,38.88788748,-76.98491662,2,1,1,1,$75.00,$150.00,$75.00,1,1125,0
93%,100%,5,Washington,DC,20002,38.89002435,-76.9985971,2,1,1,2,$100.00,$300.00,,2,1125,1
100%,96%,3,Washington,DC,20003,38.88275029,-76.98211433,8,4,3.5,4,$475.00,$500.00,$175.00,3,10,0
100%,100%,1,Washington,DC,20003,38.88205668,-76.98149431,3,2,1.5,2,$135.00,,,5,1125,1
90%,89%,1,"Washington, D.C.",DC,20003,38.88527065,-76.98367713,4,0,1,3,$90.00,$300.00,$50.00,1,8,56
100%,100%,1,Washington,DC,20003,38.88435233,-76.98162382,4,1,1,2,$90.00,$100.00,$40.00,3,365,76
90%,100%,1,Washington,DC,20003,38.89058025,-76.99622026,2,0,1,1,$180.00,,$25.00,2,28,25
75%,75%,5,Washington,DC,20003,38.88623633,-77.00043967,2,1,2,1,$110.00,$95.00,$50.00,1,1125,1
N/A,N/A,1,Washington,DC,20003,38.8841679,-76.99817407,2,1,1.5,1,$70.00,$200.00,,1,1125,2
100%,N/A,1,Washington,DC,20003,38.88299699,-77.00381071,6,3,1.5,4,$275.00,$500.00,$120.00,3,1125,1
98%,52%,49,Washington,DC,20002,38.89023149,-77.00185542,4,2,1,2,$250.00,,,3,90,5
98%,79%,8,Washington,DC,20002,38.8891893,-77.00120016,4,0,1,2,$135.00,$500.00,$95.00,3,1125,0
98%,52%,49,Washington,DC,20003,38.8891288,-76.99781563,3,0,1,1,$175.00,,,3,90,1
92%,94%,30,Washington,DC,20003,38.8898678,-77.00002324,10,4,3.5,5,"$1,000.00",,$300.00,3,1125,0
100%,100%,2,Washington,DC,20003,38.88174402,-76.98464992,2,1,1,1,$70.00,,$45.00,3,1125,2
92%,91%,26,Washington,DC,20003,38.89013218,-77.00270748,4,1,1,2,$200.00,$100.00,$115.00,1,1125,0
92%,94%,30,Washington,DC,20003,38.88266684,-76.99941965,6,3,2,3,$325.00,,$175.00,3,1125,16
90%,83%,2,Washington,DC,20003,38.88892068,-76.9843602,4,1,1,1,$150.00,,$50.00,1,1125,12
100%,100%,2,Washington,DC,20003,38.88433549,-77.00100906,5,0,1,4,$110.00,$250.00,$150.00,2,400,1
100%,72%,7,Washington,DC,20003,38.8894172,-76.98940599,3,1,2,1,$200.00,$500.00,$50.00,1,365,9
93%,100%,5,Washington,DC,20002,38.89141582,-76.99844268,2,1,1,2,$80.00,$300.00,,4,1125,3
100%,95%,5,Washington,DC,20003,38.88474831,-76.98933491,2,1,1,1,$98.00,$100.00,$60.00,3,1125,4
100%,100%,1,Washington,DC,20003,38.87805063,-76.98829591,2,1,2.5,1,$95.00,,,3,365,51
100%,100%,2,Washington,DC,20002,38.8906962,-76.9776544,2,1,1,1,$95.00,,,2,30,166
100%,86%,5,Washington,DC,20003,38.87928342,-76.98371282,2,1,1,1,$44.00,,$40.00,1,365,1
100%,100%,1,Washington,DC,20003,38.88901195,-76.99185963,3,1,1,2,$80.00,$200.00,$20.00,2,10,3
100%,92%,3,Washington,DC,20003,38.88512981,-77.00384137,3,1,1,2,$175.00,$300.00,$40.00,3,365,99
N/A,N/A,1,Washington,DC,20003,38.88803578,-76.9923269,2,1,1,1,$275.00,,,3,1125,0
30%,58%,1,Washington,DC,20003,38.88934127,-76.98991795,2,0,1,2,$100.00,,,1,4,8
80%,29%,1,Washington,DC,20003,38.88473104,-76.99250488,4,3,1,2,$120.00,$200.00,$25.00,2,1125,21
100%,100%,2,Washington,DC,20003,38.88610922,-76.99490431,2,0,1,1,$115.00,$100.00,$40.00,2,1125,47
98%,52%,49,Washington,DC,20003,38.88906507,-76.99357594,3,1,1,2,$175.00,,,3,14,1
100%,100%,1,Washington,DC,20003,38.87948364,-76.99108888,2,1,1,1,$150.00,,,7,31,0
100%,95%,2,Washington,DC,20002,38.8912891,-76.98378283,4,1,1,1,$110.00,,$35.00,2,1125,25
75%,100%,1,Washington,DC,20002,38.89174897,-76.99091649,1,1,1.5,1,$100.00,,,3,1125,37
100%,50%,1,Washington,DC,20003,38.88268053,-76.98156542,1,1,1,2,$50.00,,$15.00,1,5,0
100%,85%,2,Washington,DC,20003,38.87768395,-76.98939611,2,1,1,1,$104.00,,,1,90,32
98%,79%,8,Washington,DC,20002,38.89043017,-77.00064765,4,1,1,2,$125.00,$500.00,$95.00,3,180,0
100%,100%,1,Washington,DC,20003,38.88208899,-76.99624544,4,2,1,2,$199.00,$100.00,$100.00,3,1125,32
92%,94%,30,Washington,DC,20003,38.88727924,-76.98905528,5,2,1,3,$135.00,,$150.00,3,999,16
100%,100%,1,Washington,DC,20003,38.88471929,-77.00000514,3,1,1,1,$114.00,,$50.00,2,90,4
100%,100%,1,Washington,DC,20003,38.89092955,-76.99319557,4,2,1.5,2,$190.00,$190.00,$30.00,1,1125,47
98%,79%,8,Washington,DC,20002,38.88972299,-77.00266861,2,1,1,2,$125.00,$400.00,$75.00,3,1125,1
100%,100%,2,Washington,DC,20003,38.8863869,-77.00211145,5,2,1,2,$212.00,,,1,31,0
N/A,N/A,1,"Washington, D.C.",DC,20003,38.88156397,-77.00240053,2,0,1,1,$225.00,$500.00,$100.00,3,28,2
100%,100%,1,Washington,DC,20003,38.88853568,-76.98574957,2,1,1,1,$125.00,,,2,8,46
100%,0%,1,Washington,DC,20002,38.88963914,-77.00262712,4,1,1,2,$129.00,$400.00,$90.00,3,31,45
90%,100%,1,Washington,DC,20003,38.88469481,-76.99351891,6,2,1.5,2,$200.00,,$60.00,1,1125,23
89%,100%,1,Washington,DC,20003,38.8813509,-76.98568847,2,1,1,1,$150.00,$95.00,$80.00,1,1125,24
100%,100%,1,Washington,DC,20003,38.88573485,-76.97796157,2,1,1,1,$115.00,,,2,1125,0
100%,100%,1,Washington,DC,20003,38.88108409,-76.99275447,6,3,1.5,4,$200.00,$150.00,$150.00,3,1125,13
100%,100%,1,Washington,DC,20003,38.87902715,-76.98431553,3,1,1,1,$99.00,,$20.00,3,1125,12
100%,67%,1,Washington,DC,20003,38.89019344,-76.99526951,4,2,1,2,$170.00,,,1,1125,3
92%,94%,30,Washington,DC,20003,38.88823619,-76.99003383,7,3,2.5,4,$535.00,,$175.00,3,999,16
100%,86%,1,Washington,DC,20003,38.88318855,-76.97811605,1,1,1,1,$85.00,,,2,1125,18
70%,100%,1,Washington,DC,20003,38.88290074,-76.97822035,2,1,1,1,$90.00,,$10.00,1,1125,14
100%,100%,1,Washington,DC,20003,38.88940022,-76.98865654,5,1,1,2,$175.00,$300.00,$50.00,2,730,53
89%,100%,2,Washington,DC,20003,38.88425468,-76.98733901,4,2,2.5,2,$199.00,$400.00,,2,1125,1
80%,75%,3,Washington,DC,20003,38.88838892,-76.99456852,2,1,1,1,$100.00,,,1,1125,4
100%,100%,1,Washington,DC,20003,38.87812223,-76.98804207,5,3,2.5,3,$250.00,$200.00,$100.00,4,1125,40
100%,83%,3,"Washington, D.C.",DC,20003,38.88763877,-76.98943028,2,1,1,1,$95.00,,$30.00,1,1125,59
100%,100%,1,Washington,DC,20003,38.88404563,-76.99959298,4,0,1,2,$160.00,$250.00,$50.00,1,100,96
100%,100%,1,Washington,DC,20003,38.88670081,-76.99711962,2,0,1,1,$175.00,,$10.00,1,7,6
100%,100%,3,Washington,DC,20002,38.89154572,-76.98146699,1,1,1,1,$42.00,,$20.00,1,1125,6
100%,99%,5,Washington,DC,20003,38.8857711,-76.98931797,2,1,1,1,$80.00,,$15.00,2,1125,49
93%,88%,1,Washington,DC,20003,38.88557171,-77.00035371,2,1,1,1,$108.00,,,1,90,46
75%,94%,1,Washington,DC,20003,38.88136454,-76.98831027,4,2,1.5,2,$150.00,"$1,000.00",$75.00,1,1125,7
90%,100%,2,Washington,DC,20003,38.8853469,-76.98183314,3,1,1,2,$90.00,$100.00,,1,24,167
93%,100%,5,Washington,DC,20002,38.88991999,-77.00027007,1,1,0,1,$80.00,$300.00,,4,1125,0
98%,79%,8,Washington,DC,20002,38.88989211,-77.00243991,4,1,1,2,$185.00,$500.00,$75.00,4,1125,2
100%,100%,1,Washington,DC,20003,38.88414994,-76.9821214,2,1,1,1,$90.00,,,1,1125,1
89%,43%,1,Washington,DC,20003,38.87791518,-76.98474265,2,1,1,1,$120.00,,$10.00,1,365,85
100%,90%,1,"Capitol Hill, Washington",DC,20003,38.88140123,-76.98873719,4,1,1,1,$105.00,$150.00,$85.00,3,365,76
100%,100%,1,Washington,DC,20003,38.88092706,-76.99400638,4,0,1,2,$100.00,$500.00,$20.00,1,1125,3
100%,96%,3,Washington,DC,20003,38.8820088,-76.9836319,2,1,1,1,$95.00,$95.00,$30.00,1,30,36
100%,100%,1,Washington,DC,20003,38.8876832,-76.98753353,3,1,1,1,$119.00,,$150.00,1,1125,3
100%,100%,1,Washington,DC,20003,38.89029612,-76.97920115,2,1,1,1,$90.00,,$30.00,1,1125,2
83%,75%,3,Washington,DC,20002,38.89174107,-76.99390961,6,2,1.5,2,$250.00,,$100.00,5,1125,1
93%,100%,5,Washington,DC,20002,38.89155016,-77.00006104,2,1,1,2,$100.00,$300.00,,2,1125,1
98%,52%,49,Washington,DC,20002,38.89129087,-76.99976318,2,0,1,1,$165.00,,,3,30,5
100%,100%,1,Washington,DC,20003,38.88710704,-76.98685286,4,1,1,2,$123.00,,$65.00,2,120,8
100%,100%,1,Washington,DC,20003,38.88686161,-76.98690658,8,3,3.5,5,$350.00,,$100.00,2,1125,7
93%,100%,5,Washington,DC,20002,38.8900723,-76.99825169,2,1,1,2,$100.00,$300.00,,6,1125,0
100%,100%,1,Washington,DC,20003,38.88451829,-77.00894531,6,3,1.5,3,$350.00,$100.00,$150.00,3,1125,0
N/A,N/A,1,Washington,DC,20003,38.88191132,-76.98900093,2,1,1,2,$99.00,$150.00,$60.00,1,1125,0
100%,95%,1,Washington,DC,20003,38.88355498,-76.9910941,6,2,1,3,$186.00,$100.00,$95.00,2,365,14
92%,91%,26,Washington,DC,20003,38.88950809,-77.00223633,4,1,1,2,$180.00,$100.00,$115.00,1,1125,0
